Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.CreatePrimitiveContract","[coreclr.dll]",1,1,0.20,0.20,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.CreatePrimitiveContract","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",37,0,7.33,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.CreatePrimitiveContract","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor",7,0,1.39,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType",4,0,0.79,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods",4,0,0.79,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType","[coreclr.dll]",3,3,0.59,0.59,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType","Newtonsoft.Json.Serialization.DefaultContractResolver.IsValidCallback",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",37,0,7.33,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Serialization.DefaultContractResolver.CreatePrimitiveContract",37,0,7.33,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","[coreclr.dll]",6,5,1.19,0.99,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","[System.Linq.dll]",1,1,0.20,0.20,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.JsonSerializer.GetMatchingConverter",3,0,0.59,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods",6,0,1.19,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor",15,0,2.97,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Utilities.ReflectionUtils.GetDefaultConstructor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue",5,0,0.99,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.IsJsonPrimitiveType","Newtonsoft.Json.Serialization.DefaultContractResolver.IsJsonPrimitiveType",8,0,1.58,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.IsJsonPrimitiveType","Newtonsoft.Json.Serialization.DefaultContractResolver.CreateContract",8,0,1.58,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.IsJsonPrimitiveType","Newtonsoft.Json.Utilities.ConvertUtils.GetTypeCode",8,0,1.58,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.IsValidCallback","Newtonsoft.Json.Serialization.DefaultContractResolver.IsValidCallback",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.IsValidCallback","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.IsValidCallback","[System.Private.CoreLib.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods",6,0,1.19,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",6,0,1.19,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods","[coreclr.dll]",2,2,0.40,0.40,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveCallbackMethods","Newtonsoft.Json.Serialization.DefaultContractResolver.GetCallbackMethodsForType",4,0,0.79,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract",57,0,11.29,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize",57,0,11.29,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract","[coreclr.dll]",4,4,0.79,0.79,
"Callee","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract","Newtonsoft.Json.Serialization.DefaultContractResolver.CreateContract",53,0,10.50,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor",3,0,0.59,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor","[coreclr.dll]",3,0,0.59,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor","[coreclr.dll]",1,1,0.20,0.20,
"Callee","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor",2,0,0.40,0.00,
"Root","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor",2,0,0.40,0.00,
"Caller","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor","Newtonsoft.Json.Serialization.DefaultSerializationBinder..cctor",2,0,0.40,0.00,
"Callee","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor","[coreclr.dll]",1,1,0.20,0.20,
"Callee","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.TypeNameKey,System.__Canon]..ctor",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Serialization.JsonContract..ctor","Newtonsoft.Json.Serialization.JsonContract..ctor",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonContract..ctor","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonContract..ctor","Newtonsoft.Json.Utilities.ReflectionUtils.IsNullable",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Serialization.JsonPrimitiveContract..cctor","Newtonsoft.Json.Serialization.JsonPrimitiveContract..cctor",3,0,0.59,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonPrimitiveContract..cctor","[coreclr.dll]",3,0,0.59,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonPrimitiveContract..cctor","[coreclr.dll]",3,3,0.59,0.59,
"Root","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor",7,0,1.39,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor","Newtonsoft.Json.Serialization.DefaultContractResolver.CreatePrimitiveContract",7,0,1.39,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor","[coreclr.dll]",6,3,1.19,0.59,
"Callee","Newtonsoft.Json.Serialization.JsonPrimitiveContract..ctor","Newtonsoft.Json.Serialization.JsonContract..ctor",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize",65,0,12.87,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize","Newtonsoft.Json.JsonSerializer.SerializeInternal",65,0,12.87,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize","[coreclr.dll]",7,7,1.39,1.39,
"Callee","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize","Newtonsoft.Json.JsonWriter.WriteValue",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize","Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract",57,0,11.29,0.00,
"Root","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAssociateMetadataTypeFromAttribute","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAssociateMetadataTypeFromAttribute",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAssociateMetadataTypeFromAttribute","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAssociateMetadataTypeFromAttribute","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute",3,0,0.59,0.00,
"Caller","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue",3,0,0.59,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute","Newtonsoft.Json.Utilities.ReflectionUtils.GetAttribute",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue",2,0,0.40,0.00,
"Root","Newtonsoft.Json.Utilities.CollectionUtils.ArrayEmpty","Newtonsoft.Json.Utilities.CollectionUtils.ArrayEmpty",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.CollectionUtils.ArrayEmpty","Newtonsoft.Json.Utilities.ReflectionUtils..cctor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.CollectionUtils.ArrayEmpty","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.ConvertUtils..cctor","Newtonsoft.Json.Utilities.ConvertUtils..cctor",5,0,0.99,0.00,
"Caller","Newtonsoft.Json.Utilities.ConvertUtils..cctor","[coreclr.dll]",5,0,0.99,0.00,
"Callee","Newtonsoft.Json.Utilities.ConvertUtils..cctor","[coreclr.dll]",4,4,0.79,0.79,
"Callee","Newtonsoft.Json.Utilities.ConvertUtils..cctor","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.ConvertUtils+TypeConvertKey,System.__Canon]..ctor",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Utilities.ConvertUtils.GetTypeCode","Newtonsoft.Json.Utilities.ConvertUtils.GetTypeCode",8,0,1.58,0.00,
"Caller","Newtonsoft.Json.Utilities.ConvertUtils.GetTypeCode","Newtonsoft.Json.Serialization.DefaultContractResolver.IsJsonPrimitiveType",8,0,1.58,0.00,
"Callee","Newtonsoft.Json.Utilities.ConvertUtils.GetTypeCode","[coreclr.dll]",8,3,1.58,0.59,
"Root","Newtonsoft.Json.Utilities.DateTimeUtils.TryParseDateTime","Newtonsoft.Json.Utilities.DateTimeUtils.TryParseDateTime",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.DateTimeUtils.TryParseDateTime","Newtonsoft.Json.JsonTextReader.ParseReadString",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.DateTimeUtils.TryParseDateTime","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.EnumUtils.GetValues","Newtonsoft.Json.Utilities.EnumUtils.GetValues",2,0,0.40,0.00,
"Caller","Newtonsoft.Json.Utilities.EnumUtils.GetValues","Newtonsoft.Json.JsonWriter.BuildStateArray",2,0,0.40,0.00,
"Callee","Newtonsoft.Json.Utilities.EnumUtils.GetValues","[coreclr.dll]",1,1,0.20,0.20,
"Callee","Newtonsoft.Json.Utilities.EnumUtils.GetValues","Newtonsoft.Json.Utilities.TypeExtensions.GetFields",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor",15,0,2.97,0.00,
"Caller","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",15,0,2.97,0.00,
"Callee","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor","[coreclr.dll]",14,14,2.77,2.77,
"Callee","Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory.CreateDefaultConstructor","[System.Private.CoreLib.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.JavaScriptUtils..cctor","Newtonsoft.Json.Utilities.JavaScriptUtils..cctor",6,0,1.19,0.00,
"Caller","Newtonsoft.Json.Utilities.JavaScriptUtils..cctor","[coreclr.dll]",6,0,1.19,0.00,
"Callee","Newtonsoft.Json.Utilities.JavaScriptUtils..cctor","[coreclr.dll]",5,5,0.99,0.99,
"Callee","Newtonsoft.Json.Utilities.JavaScriptUtils..cctor","[System.Private.CoreLib.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.JavaScriptUtils.GetCharEscapeFlags","Newtonsoft.Json.Utilities.JavaScriptUtils.GetCharEscapeFlags",7,0,1.39,0.00,
"Caller","Newtonsoft.Json.Utilities.JavaScriptUtils.GetCharEscapeFlags","Newtonsoft.Json.JsonTextWriter..ctor",7,0,1.39,0.00,
"Callee","Newtonsoft.Json.Utilities.JavaScriptUtils.GetCharEscapeFlags","[coreclr.dll]",7,1,1.39,0.20,
"Root","Newtonsoft.Json.Utilities.ReflectionUtils..cctor","Newtonsoft.Json.Utilities.ReflectionUtils..cctor",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ReflectionUtils..cctor","[coreclr.dll]",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ReflectionUtils..cctor","Newtonsoft.Json.Utilities.CollectionUtils.ArrayEmpty",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Utilities.ReflectionUtils.GetAttribute","Newtonsoft.Json.Utilities.ReflectionUtils.GetAttribute",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ReflectionUtils.GetAttribute","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ReflectionUtils.GetAttribute","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.ReflectionUtils.GetDefaultConstructor","Newtonsoft.Json.Utilities.ReflectionUtils.GetDefaultConstructor",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ReflectionUtils.GetDefaultConstructor","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ReflectionUtils.GetDefaultConstructor","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.ReflectionUtils.IsNullable","Newtonsoft.Json.Utilities.ReflectionUtils.IsNullable",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ReflectionUtils.IsNullable","Newtonsoft.Json.Serialization.JsonContract..ctor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ReflectionUtils.IsNullable","[coreclr.dll]",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.ConvertUtils+TypeConvertKey,System.__Canon]..ctor","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.ConvertUtils+TypeConvertKey,System.__Canon]..ctor",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.ConvertUtils+TypeConvertKey,System.__Canon]..ctor","Newtonsoft.Json.Utilities.ConvertUtils..cctor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.ConvertUtils+TypeConvertKey,System.__Canon]..ctor","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.TypeNameKey,System.__Canon]..ctor","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.TypeNameKey,System.__Canon]..ctor",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.TypeNameKey,System.__Canon]..ctor","Newtonsoft.Json.Serialization.DefaultSerializationBinder..ctor",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ThreadSafeStore`2[Newtonsoft.Json.Utilities.TypeNameKey,System.__Canon]..ctor","[coreclr.dll]",1,1,0.20,0.20,
"Root","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue",5,0,0.99,0.00,
"Caller","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","Newtonsoft.Json.Serialization.DefaultContractResolver.InitializeContract",5,0,0.99,0.00,
"Caller","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute",2,0,0.40,0.00,
"Callee","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","[coreclr.dll]",3,3,0.59,0.59,
"Callee","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAssociateMetadataTypeFromAttribute",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.ThreadSafeStore`2[System.__Canon,System.__Canon].AddValue","Newtonsoft.Json.Serialization.JsonTypeReflector.GetAttribute",3,0,0.59,0.00,
"Root","Newtonsoft.Json.Utilities.TypeExtensions.GetFields","Newtonsoft.Json.Utilities.TypeExtensions.GetFields",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.TypeExtensions.GetFields","Newtonsoft.Json.Utilities.EnumUtils.GetValues",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.TypeExtensions.GetFields","Newtonsoft.Json.Utilities.TypeExtensions.GetFieldsRecursive",1,0,0.20,0.00,
"Root","Newtonsoft.Json.Utilities.TypeExtensions.GetFieldsRecursive","Newtonsoft.Json.Utilities.TypeExtensions.GetFieldsRecursive",1,0,0.20,0.00,
"Caller","Newtonsoft.Json.Utilities.TypeExtensions.GetFieldsRecursive","Newtonsoft.Json.Utilities.TypeExtensions.GetFields",1,0,0.20,0.00,
"Callee","Newtonsoft.Json.Utilities.TypeExtensions.GetFieldsRecursive","[System.Linq.dll]",1,1,0.20,0.20,
